Country seperate (group),subtitle,Page 1,Company and Scientific Name1,Deal not on Map,Deal Period1 11,"Potential (1=yes, 0=no)1",3 Star Note,Company's Country,Country seperate,Date of Deal,Day,Deal within Africa1,Deal within Europe1,Group Latin America,Month,Month-Day,Number of Deal1,Number of Deal1 (group),Number of Doses Needed per Person,Partners,Purchaser Entity / Country1,Purchaser's country Economic  Status,Purchaser's Country Income Status,Tooltip deal amount,Type of Vaccine,Year,% Of National Population Able To Be Vaccinated,Deal Amount,Number of people able to be vaccinated with doses procured,Population
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Namibia,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,South Africa,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,South Africa,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Zambia,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Zambia,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Zimbabwe,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Zimbabwe,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Benin,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Benin,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Burkina Faso,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Burkina Faso,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Cabo Verde,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Cabo Verde,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Côte d’Ivoire,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Côte d’Ivoire,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Gambia,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Gambia,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Ghana,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Ghana,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Guinea,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Guinea,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Guinea-Bissau,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Guinea-Bissau,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Liberia,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Liberia,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Mali,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Mali,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Niger,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Niger,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Nigeria,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Nigeria,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Senegal,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Senegal,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Sierra Leone,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Sierra Leone,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Togo,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
African Union,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,January 2021,Confirmed,0,UK,Togo,Thu Jan 14 00:00:00 EST 2021,14,0,0,0,Jan,Jan 14,1,1st deal,2,AstraZeneca,African Union,Low income,LMIC,unknown amount,Adenoviral,2021,,,,1359998350
Argentina,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,November 2020,Confirmed,0,UK,Argentina,Sat Nov 07 00:00:00 EST 2020,07,0,0,0,Nov,Nov 07,1,1st deal,2,AstraZeneca,Argentina,Upper middle income,LMIC,vaccines,Adenoviral,2020,24.477782096,22000000,11000000,44938712
Argentina,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,November 2020,Confirmed,0,UK,Argentina,Sat Nov 07 00:00:00 EST 2020,07,0,0,0,Nov,Nov 07,1,1st deal,2,AstraZeneca,Argentina,Upper middle income,LMIC,vaccines,Adenoviral,2020,24.477782096,22000000,11000000,44938712
Argentina,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and January 2021,January 2021,Oxford-AstraZeneca _AZD1222,0,November 2020,Confirmed,0,UK,Argentina,Sat Nov 07 00:00:00 EST 2020,07,0,0,0,Nov,Nov 07,1,1st deal,2,AstraZeneca,Argentina,Upper middle income,LMIC,vaccines,Adenoviral,2020,24.477782096,22000000,11000000,44938712
Argentina,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and February 2021,February 2021,Oxford-AstraZeneca _AZD1222,0,November 2020,Confirmed,0,UK,Argentina,Sat Nov 07 00:00:00 EST 2020,07,0,0,0,Nov,Nov 07,1,1st deal,2,AstraZeneca,Argentina,Upper middle income,LMIC,vaccines,Adenoviral,2020,24.477782096,22000000,11000000,44938712
Australia,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and September 2020,September 2020,Oxford-AstraZeneca _AZD1222,0,September 2020,Confirmed,0,UK,Australia,Mon Sep 07 00:00:00 EDT 2020,07,0,0,0,Sep,Sep 07,1,1st deal,2,AstraZeneca,Australia,High income,HIC,vaccines,Adenoviral,2020,66.629062643,33800000,16900000,25364307
Australia,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and October 2020,October 2020,Oxford-AstraZeneca _AZD1222,0,September 2020,Confirmed,0,UK,Australia,Mon Sep 07 00:00:00 EDT 2020,07,0,0,0,Sep,Sep 07,1,1st deal,2,AstraZeneca,Australia,High income,HIC,vaccines,Adenoviral,2020,66.629062643,33800000,16900000,25364307
Australia,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and November 2020,November 2020,Oxford-AstraZeneca _AZD1222,0,September 2020,Confirmed,0,UK,Australia,Mon Sep 07 00:00:00 EDT 2020,07,0,0,0,Sep,Sep 07,1,1st deal,2,AstraZeneca,Australia,High income,HIC,vaccines,Adenoviral,2020,66.629062643,33800000,16900000,25364307
Australia,This map shows the percentage of the population able to be covered by confirmed deals made between May 2020 and December 2020,December 2020,Oxford-AstraZeneca _AZD1222,0,September 2020,Confirmed,0,UK,Australia,Mon Sep 07 00:00:00 EDT 2020,07,0,0,0,Sep,Sep 07,1,1st deal,2,AstraZeneca,Australia,High income,HIC,vaccines,Adenoviral,2020,66.629062643,33800000,16900000,25364307
